,price
23763,145500
56400,42900
117153,149999
26194,5999
11812,19900
30507,79900
110903,10500
35767,535851
76919,10900
72049,16500
16901,70900
97457,106603
47116,8900
58630,10500
12474,7900
50341,8900
46110,41900
57669,12000
8038,22700
40593,64000
44642,39000
105813,8900
85448,43900
53100,19500
11095,18900
19783,87000
59147,24900
78992,27700
91753,34900
23524,346928
58870,8500
16299,39900
6295,44900
61877,259000
11648,39700
81188,25500
25587,220000
56256,79999
16760,77724
35529,32900
108490,23500
20477,259900
115209,18998
15801,44900
44588,194900
24353,359000
86061,14800
112245,63900
37912,146900
75069,18990
112624,17900
3159,51900
81059,77000
31051,330300
84143,29900
2825,28900
5782,67800
33734,42000
19626,144900
6443,23800
26648,18999
44214,139800
82177,29800
38537,164900
43092,19000
58709,9900
1244,17900
61686,49900
61837,269000
3759,42700
74044,69900
8728,95000
35102,136990
83542,37900
69088,171900
106793,11999
117668,154500
96779,108000
100151,33900
7092,26900
113474,5200
8209,21950
50866,32900
32655,139000
59785,114900
90628,32900
37213,27500
54513,33900
100976,77500
112161,16900
16490,80900
23952,89800
589,4100
4559,21600
113791,13300
66269,18999
43737,47900
36911,8900
65965,3990
24687,19500
9907,20800
95451,109900
55564,432000
32965,69000
90064,14900
3368,43900
26741,24950
63594,12000
92461,42900
67744,62900
13711,57999
71780,84500
78043,64700
80346,66900
13537,28900
27996,45700
61045,279900
117627,234900
100523,49900
86498,6950
33827,23500
8702,72500
7922,15900
103235,9200
93945,31999
107129,43000
74504,29900
80996,239900
58251,47500
73229,32002
98715,8900
29817,40800
17490,92865
41207,94900
48873,49900
92669,48800
5451,61990
10419,63800
115331,85200
30122,16800
46215,24900
114118,159900
35496,49900
6372,29900
98876,28000
83106,16900
27700,43900
101760,12300
47832,17900
55178,187900
62085,535050
19457,56500
79838,170000
80137,119200
9315,8800
95242,6999
81399,18900
90385,32500
53858,44500
25331,38700
65410,57000
29998,27000
725,12950
13995,46800
79507,103750
111999,16800
59371,52500
17485,47000
20009,339900
44898,39500
115289,54300
22068,47999
53218,39977
91953,45900
40187,10800
108274,82900
91517,35900
4687,14700
114785,51900
99422,91500
115720,284900
77554,85900
94078,28800
2746,38900
91664,57900
41794,71800
28256,107900
13063,27900
20805,461079
53273,77900
49938,79800
18571,19000
5595,62000
95023,47900
117905,169000
90525,32800
41174,109900
55039,38900
31149,159000
83781,18900
63819,15800
106186,13999
106298,11500
83964,29499
9483,6900
32874,190700
65935,141898
91559,48000
47868,23500
65872,174900
109217,103615
9848,25900
15379,69900
50217,8900
84879,48900
71385,16990
5200,26900
115663,32900
91679,36000
36934,8800
54409,127303
53484,119000
12557,22800
53808,75700
107340,35600
55952,209999
74922,10947
45260,11900
77086,39900
60710,39900
14516,13900
85438,75999
13575,18900
87582,5900
3641,41500
73295,96500
23364,449900
78023,62900
12466,14900
83381,45000
1091,12000
85116,15375
96331,48900
15518,29800
115890,199900
60534,61000
43027,34999
106754,29900
74500,22900
76598,185000
14022,44900
1375,10900
53616,79800
80284,66900
59304,33900
41998,14900
102524,60990
29251,74900
83177,18900
28692,235000
111814,24000
7355,7500
20027,309900
61569,49899
17202,95800
66542,16900
74984,184000
97265,26800
79293,36000
69948,74900
40862,95900
93167,71900
60225,29900
58043,178288
53738,44900
10544,58900
9394,11900
117299,148500
30587,70500
40086,8999
105214,62500
93356,76999
67225,33999
111946,19500
77673,40000
36599,11700
59454,59900
115264,55999
101320,7900
7277,7500
116046,45000
94518,86490
58013,92000
64601,58900
16294,39900
52612,28900
88813,18900
51250,185100
82006,28900
116443,159800
2853,45900
98611,19950
108059,14800
50419,17990
64979,27900
27464,22990
8175,20900
80675,5999
70317,49938
36434,3900
33723,32900
87479,22500
22757,95000
106738,31500
1290,12900
52341,38700
93625,113600
107822,12500
70229,35400
39081,57800
60772,45900
60185,19900
69760,69900
58576,27999
65874,31999
99898,138900
9948,23800
13703,49900
23959,149900
47055,7850
77495,67650
60843,240100
41284,66500
99720,64900
109540,23900
12506,84000
72375,81900
18841,20000
62285,57000
81261,26900
71803,130380
8842,84900
115033,18500
10359,49900
44773,215127
66690,5200
91294,22900
33172,282700
26861,44000
87242,61100
8958,67900
95816,18900
71269,47900
91678,36900
50091,100400
32072,98500
77920,65900
80534,17500
114442,25500
5128,40900
65040,45900
29574,16000
95275,22800
43145,7500
85382,99890
103639,17800
116815,97170
101069,38130
6150,22500
98759,24999
45351,11999
38276,45500
108700,71899
87607,12800
82289,89253
21281,98000
57176,299000
82234,8500
86258,14900
24615,36900
61129,269000
22162,115000
101495,47000
48120,13000
219,49000
95790,21900
89669,97000
22899,199999
18771,14000
79228,55900
105081,78900
4281,16900
9710,24900
92932,71500
51194,46900
91023,51900
107649,10950
69166,6700
11871,27900
90446,37900
18280,6900
23104,329900
39951,6200
107633,59900
96566,76700
34112,62000
18978,35000
24635,28000
81137,24900
116316,84900
24212,202700
11187,8900
28179,64900
117595,234900
89216,30900
100969,84999
88448,169900
66889,23000
15473,41900
37331,25500
50462,12900
47395,21999
99551,142800
48237,9900
50340,10900
88776,28800
107681,37700
65733,25500
76779,199500
101434,8900
70392,27900
67592,64900
106813,2750
26720,18500
22479,313716
63707,12800
44578,144900
587,3800
39083,58500
77031,17900
23105,89900
37498,18500
108186,11900
9475,12900
70517,19900
58254,39500
39734,15900
60019,155999
93507,69900
91326,14899
24724,18900
80100,87900
72916,195000
62171,242900
76686,135000
83673,24900
48501,18400
59097,39990
29640,17000
69465,8990
41846,32500
92519,39900
113454,5900
68444,16900
46788,104800
84365,29900
13955,48000
108205,8500
47605,13900
107654,14500
47874,18500
80145,119001
75716,44900
63203,46900
95956,62800
80033,87000
83189,15500
60812,22700
14135,9290
79659,30000
35334,159900
56495,399900
21461,156491
40921,59999
14127,9900
117651,329000
2388,29500
13644,25500
72717,19900
91938,29900
27708,49900
110211,21900
15903,29900
75353,8800
107625,14499
11353,15000
114934,18500
55132,87500
52211,4900
106461,151400
93819,33900
51346,48900
86553,8900
21724,239578
68382,8490
108268,59900
61416,340000
101340,14690
64579,73600
27559,30900
23468,799900
55707,38900
34074,46900
58400,22400
44887,28000
31261,219900
34909,84000
80108,139900
67521,59900
56957,154900
51839,39400
70673,15700
15857,55900
11941,17500
104942,147050
27351,24500
104312,28900
32309,419900
18618,27900
4258,14500
21482,65999
60193,20800
58113,137900
20514,294900
29909,21999
26133,9000
29291,7000
96136,53900
13814,84900
25744,160500
103,13900
86222,6400
71003,68900
46848,56900
11407,15999
12723,14000
32303,239900
101303,84900
37182,21500
24843,20000
96370,78000
53286,62900
65169,11900
49497,43900
6043,49000
81076,72900
72757,16000
93837,43900
66684,9700
47988,80900
81955,28900
21716,164500
59132,26999
87887,27500
45543,41900
7033,26000
27011,27999
100798,69999
70028,43700
54916,41800
104485,28500
16138,42900
56745,100000
65951,10900
110735,4900
56923,138800
45622,28900
94255,36900
65931,23500
113413,6700
3091,40900
113464,12900
13675,105900
85311,46900
68041,48900
56518,197990
19969,269900
112877,58000
92609,47900
109406,35900
108251,33700
28521,179900
38928,19900
31885,33900
16212,56500
21274,116900
62920,82000
105469,14900
88097,48500
65736,109900
115227,16800
89595,58500
81755,19500
55533,1061592
81645,31300
17917,118000
14368,13900
49368,47500
54734,17900
63130,39900
16927,176955
103896,41000
60949,123000
24492,913900
116544,177900
100433,198300
37599,33500
77362,19900
63957,42900
9927,24700
64486,48000
7462,36900
10240,54900
90086,13900
2830,34900
60527,83500
43237,69000
49748,30900
72440,85500
44195,109700
75642,70500
34676,788400
82498,25500
41871,79900
93402,148784
15990,45500
98812,15500
75308,11999
40350,22700
46831,79900
26460,18900
17361,59900
6020,47999
23097,444253
64660,80300
46211,49900
77862,67900
62773,114500
50033,129950
10753,42900
18015,149900
23344,521764
61579,72000
91848,41950
4174,5500
52650,19400
49220,36990
4251,15900
62164,432960
40946,73900
307,13900
101153,148900
7978,16300
31401,355200
33553,144900
105962,7900
68340,7500
88525,154900
96394,108900
16176,31500
63956,14500
45558,19900
51406,84900
49264,34900
15899,42900
12222,32900
79145,26900
41326,89900
60121,18800
115868,125000
53603,70300
107620,12800
50346,48999
84938,153650
90977,71899
40694,38500
22645,182000
95660,28800
72074,52000
85707,25900
77135,11500
87686,24900
116057,124900
82875,44000
104164,38900
109148,37900
70059,28000
70886,25700
114297,55900
10481,45700
103783,70000
48581,10000
55265,59900
112819,38900
39089,59500
110853,12999
113451,7900
33945,289900
45554,16400
30468,64900
2676,31999
93812,54500
95618,23900
62996,84200
65775,113600
115378,49900
90915,39900
72395,127100
75423,67700
78185,59900
108322,182900
76431,98600
30249,60700
4913,8500
19088,28800
95007,77700
25798,99900
72662,108000
2566,28900
72678,102900
93125,138854
112783,82900
42132,15000
63892,53900
83062,39600
61229,309900
43940,36900
84696,55300
65298,11998
75548,35600
70864,62000
12761,31850
112220,18900
99236,98900
69971,48800
85411,67900
37209,29900
14133,3850
93352,82900
35799,235880
73002,189850
102123,25000
80696,9900
103713,16999
14,34700
110379,107900
7703,14900
98590,10900
11590,89449
57818,8885
45594,122900
60156,19900
29902,33900
111736,7900
42695,16900
109568,36500
100639,124700
46209,46900
78162,39000
12536,76900
34936,199000
52553,34800
75043,11900
23561,319000
99965,61900
73598,99700
84050,18500
72516,79950
108361,64900
36289,6400
61861,169900
117340,169000
113157,35000
95867,63900
115358,66900
52016,35900
40490,44500
64598,66900
65140,29900
37500,23900
45707,26999
100289,129900
116773,185800
93391,87500
84713,26900
111293,77000
34168,55000
5553,66900
71242,45000
46510,65900
29039,89900
96155,39900
6495,24900
83098,16900
72847,50900
921,13500
115457,50999
49061,29000
72160,69800
86203,14900
27347,23900
93498,68990
13239,23900
52424,26445
84652,3500
74555,225250
87563,9900
99431,41000
98338,11900
37263,23999
116504,207900
108886,35547
60836,58500
87337,76700
41209,89000
101922,195290
45946,31500
60967,360000
115114,18400
110396,89900
115605,74500
98165,121000
6900,30555
41541,150500
111528,29800
100547,124900
20769,207870
51093,12900
50141,21900
33915,144900
53195,35500
97145,21500
96072,53900
97704,8900
46601,87500
85234,73990
66046,9348
69129,168300
110366,85900
73813,12300
84667,3990
1780,40000
89045,86000
25250,36700
112399,15500
107292,19600
75591,28900
10224,54900
63436,2900
69893,51999
37401,19500
72103,76900
20904,35900
111851,16999
49994,41900
50161,3900
67938,79900
82191,8900
63297,124900
95517,17999
32322,236900
4093,6999
107336,179900
111914,43900
79673,39999
81978,48800
112560,18900
30235,58700
113552,15900
95522,26999
30860,68500
12401,33000
8051,12900
103224,11900
50192,4450
87865,37900
68075,8487
48475,15500
4267,20300
22501,211540
43974,49900
28707,183885
91732,66999
64967,13900
80521,14500
109796,41600
89251,33300
65797,99500
38098,79900
88197,113900
63479,2100
96616,91900
88931,44900
36237,8900
34309,128500
57802,13499
115350,61900
1065,13999
34811,179999
102129,34900
107896,12900
24671,18500
95675,23900
87003,45000
43324,97900
112896,48900
91226,25600
56815,225799
112391,14900
58345,78900
94005,37500
21773,71900
55130,71500
92642,43900
65944,109000
84418,22500
67833,56900
12566,47700
76992,23800
102025,23900
74605,25900
33755,24900
100900,78900
1299,13900
25298,160000
13736,73900
113934,46500
50160,1999
76271,5100
78929,20500
77044,13500
115641,12900
73269,65900
31849,47700
30632,78000
49024,46799
84737,22000
39788,10500
4508,18499
10717,59900
76507,145450
49125,66500
103353,35900
22249,99900
33126,105000
68733,24900
7619,4700
113079,77900
110190,25900
31614,299000
43952,63500
95241,9900
22301,199777
110950,11500
12765,11400
52110,5300
83045,37800
92428,52900
42985,26000
41486,113500
17098,7999
86029,53555
84185,21499
88414,171800
81583,162000
6708,30000
41735,84900
21432,72900
113090,37500
46621,52900
86236,8800
236,36500
111978,33700
41145,81000
56839,280700
113049,55900
59231,37300
16232,29900
62201,41000
20751,174900
450,22500
27865,79900
33668,26000
40549,46500
36081,5300
86582,7000
41041,88900
90347,35900
82459,26300
35573,29900
71335,15999
82450,16500
108511,144990
2230,28800
81774,22900
103927,40000
73000,134900
27503,19950
25288,74900
91755,44900
3304,55900
8019,12900
36899,11900
104272,41900
3703,32500
39513,370107
111298,79900
5312,45900
2131,24500
4144,6500
13,55300
101218,106900
47917,21000
90976,88400
8296,25500
49338,25899
110152,30900
54694,38899
24790,22900
19910,52000
86215,15900
2128,24000
57136,207900
64847,74900
26254,16500
66703,35899
20846,23900
21824,84900
35559,147780
36683,18900
25692,75000
100609,59900
9237,15900
90479,39900
369,53500
54753,49900
86882,19900
15693,35999
59693,119900
6916,21300
76299,10900
40265,16700
97205,34900
114630,109900
115734,117900
82646,35999
116257,109900
91960,25700
39773,7500
32883,170100
107837,179800
14894,26900
15742,44999
15491,49900
116334,89000
86946,12500
74861,34700
2323,24300
31141,169900
60515,78900
77876,76900
22771,46900
102823,53900
73324,78000
27644,100000
15366,16000
21564,217850
114345,149900
5330,39900
40248,16990
67803,56000
29722,18000
23878,29000
41515,129900
49901,70900
59998,259900
69308,155898
87408,54899
41513,59900
102276,117000
38184,49900
103900,31900
39413,3900
76165,2400
60035,238535
88035,33900
17605,45900
58477,18900
102494,67990
19980,257900
55879,188899
12918,31800
3867,82900
98000,47900
38349,124900
50796,72434
17555,45900
27330,47600
107211,39900
104238,35500
57410,324900
66071,7800
113305,111900
73068,13000
14546,22000
36111,6000
105590,59900
97320,74000
24920,20990
68814,57500
62868,126900
70583,18900
51290,98900
49367,49999
102967,40000
40925,66900
9062,25800
98515,18900
65135,24500
98057,42600
20272,212900
30786,51500
70035,71900
83306,16900
27067,18900
79280,24500
80678,10999
32651,125900
63858,8999
33909,299900
23428,567355
5872,88850
31183,279000
17395,49900
25538,118500
14812,15500
68612,34800
55367,162000
51928,31900
39205,234900
106973,6500
92168,55900
104502,38800
95476,22900
83202,21999
42550,15900
80379,146300
48081,9900
11439,13900
115479,52900
43621,47000
106828,9500
34396,214900
24277,179900
98628,7500
18247,11900
91289,17999
73479,172000
102269,103689
47799,18900
56831,228500
11275,7777
89561,19900
35336,54700
85021,66490
95099,24500
85451,56000
93153,93900
30159,52900
27751,119799
89028,47900
107700,66900
46546,74900
45749,25900
103486,49900
34238,435000
29570,25555
114462,53000
74283,25900
50429,59000
102001,18999
29235,105000
99902,70900
30971,249900
40059,9900
117561,169900
75365,11700
42116,6900
82140,47900
17107,5500
97833,32222
62203,52500
117732,154500
86603,22900
49793,35700
71753,141100
6128,28700
3537,62900
95975,43900
44640,16500
18287,16900
89906,28000
116194,71900
92587,50900
103064,93230
1125,16000
90797,82900
70884,56900
91531,45900
9220,5000
48536,11950
63217,86050
98738,10900
91542,36900
36538,27700
109273,69900
108788,33900
108326,30999
41880,17000
74450,35900
35246,190586
69848,56900
50527,14999
36975,12400
99769,63999
10815,52800
83811,30500
24228,198900
18630,18900
45329,7500
1053,12800
93395,122500
31355,179000
78258,91000
108467,294500
22426,179000
70553,12999
91905,26700
106222,10800
93919,28002
45085,79950
63247,43900
113392,8000
8948,179900
80253,89900
3676,51900
97480,93900
99603,98400
66190,23400
84896,120000
30531,45200
117637,130000
60687,39900
26860,20900
117848,324350
99914,155400
24899,19900
42911,46900
4877,15950
60316,27000
12015,20900
86956,389950
91179,16900
85727,15999
79184,31900
54974,35900
59126,49900
117416,355230
6463,30900
48405,17700
20110,254900
73427,76900
61530,114390
59640,171700
5856,119800
113596,16500
19896,67950
58010,82000
111159,17900
41724,127900
90562,36500
26659,19900
65895,37900
56455,279000
97195,37900
17145,8900
88121,47700
83505,50999
52449,34999
14937,15900
112730,114900
18337,45900
117434,234900
85214,64500
43427,107900
107147,15400
41192,74900
49272,39900
83110,19900
115585,9500
18559,59000
64203,29600
25161,33500
23557,220909
12361,61500
287,13400
117208,166000
80523,15800
61288,239900
98280,8800
58854,14500
14660,13950
30950,61000
65668,85900
38252,59900
112404,16900
110552,27999
232,32900
117453,142500
106022,7500
89277,12900
81204,38000
113850,27900
19355,75999
54641,38900
114957,17900
116907,33400
116338,89500
56974,277777
58896,28500
91469,74500
95053,82900
13689,59900
82503,16500
30377,71950
64318,37400
31365,149000
54834,40700
15539,34000
59224,35999
89515,22500
73647,17800
45879,26500
61460,28700
65098,34700
43686,32900
26448,32997
105942,12900
114200,49900
11794,11400
102995,37900
49782,29900
89164,41000
78064,56800
81218,30900
67374,22900
10174,155000
72350,93500
48564,19900
98056,67900
45988,23990
13661,41900
55219,54000
1950,26900
80567,29900
83323,15900
49299,32900
11738,13900
20617,84000
117722,159900
13442,15400
9118,13900
51443,49800
54332,154000
16854,209750
24690,26490
81983,14760
41992,10900
9373,9300
75025,23500
75578,37900
102703,37400
59586,88900
91467,49900
98102,64900
5438,65290
99332,57900
7727,16800
109478,41900
15707,41400
101691,44900
102428,47990
33322,259000
24047,54900
96900,87900
65039,45900
27161,31900
48293,6500
88856,19900
78925,49900
102174,35000
23943,36900
105949,15900
51816,38900
40010,28900
83496,68899
7949,8700
73262,28500
92563,40000
111696,8900
35421,31900
100954,16800
107834,50999
85742,17900
73690,18900
102829,72900
80754,23500
4963,19300
23081,69900
113490,15900
7909,13500
81080,23900
35297,201730
15525,44500
92235,50950
33918,109000
82367,17400
33227,261600
60296,16999
80676,9200
33538,276200
104645,69000
9451,12999
102063,14500
30105,21900
106667,102000
39739,7999
81464,18000
72823,14999
46106,68500
11126,9900
112487,34900
115036,18900
33451,294000
19987,215900
102258,61900
74962,274900
106151,16900
80502,17500
107568,24900
107823,24900
79012,49900
43679,57900
54416,149900
99407,59900
74162,44000
87221,45600
39761,7300
10633,74200
7478,61700
60383,21999
50604,14900
70665,14800
70691,17990
21039,84870
35188,115900
52485,23400
77761,82600
41602,93200
24556,17000
61946,155900
54326,159660
99786,185400
70722,20900
111227,121400
5351,29900
113648,14500
97257,42900
3039,42000
87841,31900
11339,13900
38235,55900
8716,79900
15469,33900
67566,99190
116312,49900
19087,19700
69096,69900
77201,23000
57970,114900
3930,39000
93792,16900
23736,401300
28367,45700
28312,116900
53923,61900
43902,55990
9667,22900
94100,52900
14490,12300
88810,22999
78317,46900
101214,109900
44377,124900
44894,21000
38112,46901
101382,15900
104920,127700
67277,20700
80065,57501
28917,256000
59625,147000
25494,71900
117527,297600
21606,59999
63795,11900
13028,10400
42757,42800
54316,88900
110102,25400
77758,45900
751,19800
32312,489900
48554,9900
79978,81900
110504,65850
45901,27900
15800,46500
55349,210330
85275,33900
11516,85900
37045,25400
113526,36800
80965,209900
47956,80400
86752,17900
90967,51500
113099,59500
63042,40900
90880,62900
64310,36500
69457,9900
63595,13800
116671,163499
23458,77777
103015,50900
62043,699900
106148,12950
64820,8900
116406,54900
112956,64999
87871,37000
72482,116900
32023,429000
58605,11700
38934,18900
107863,35900
105406,49900
29494,31900
64314,42900
112411,15900
64675,47000
5894,195000
67554,41820
30242,71900
46135,36900
48793,31900
1349,16500
34438,378900
108018,5900
30850,93800
12649,13900
90262,44600
93234,131200
88570,154900
6521,22999
9255,16400
89586,65900
12471,5600
28022,59500
76745,203400
30676,48900
59042,26900
18675,33200
84232,125500
77317,23900
20364,299900
102930,35800
110381,89999
20908,34900
20989,105778
29029,80000
100016,136000
61537,208000
104622,82900
52855,22499
50445,5500
1489,16000
71147,55500
84020,19900
104079,27700
73389,69900
65574,64900
69295,89900
88969,33000
11332,14900
99,11000
117781,130000
10092,84500
15655,48800
85938,47890
33566,277000
29552,30900
14997,17800
35493,27600
107391,46900
4755,19900
32733,147900
20020,164900
88330,175000
17290,58000
55108,180000
117084,203073
11711,7999
75207,15900
37894,79999
11699,4200
48299,11900
109743,25800
87646,24800
50799,27500
88253,74900
62054,694950
83501,45000
34952,543400
101975,201990
60454,22800
46596,39900
103885,39900
108275,46500
101898,115000
104730,94900
68378,3900
104362,33700
27228,32900
28529,187000
80244,156000
7517,27060
65326,22500
91063,77760
53336,55900
99834,44000
111464,28500
116451,212900
70388,30900
94281,76800
112556,14300
31137,189000
61000,324900
33600,29900
99808,66500
40704,32800
105110,98500
101236,42900
29151,136900
85991,38890
52684,32900
31279,144900
52724,19999
95575,180490
20253,350000
6810,25900
38063,52900
5931,179899
98242,109700
21651,129900
87695,14990
719,8900
115042,19900
57059,209997
25575,151700
89092,14500
70359,22500
110832,14700
55468,60270
54514,43900
67899,99900
34708,756561
49046,32900
22733,45900
23598,99000
36423,8900
32237,279000
61719,56998
54911,26900
84992,41800
45243,22900
46684,107500
47664,29900
15351,17900
48922,35900
114543,45900
37178,25900
95287,14900
33010,57900
36002,54555
76733,139999
103748,16900
2786,22900
55416,298900
28485,381900
78905,18000
63606,11500
103892,28900
58421,16999
83517,44900
79084,41900
393,28400
11910,21880
12894,33900
47612,20900
22274,41900
45197,25900
16189,42900
48190,15500
108405,29900
29929,34900
22328,307899
64151,42500
1147,11900
15760,29900
35710,153012
10012,54900
11613,37000
53260,69285
62536,136500
9635,15800
29626,30900
26717,26900
66413,18900
91301,18800
60915,199000
111010,13900
6976,32900
24505,729000
79964,72000
35117,252990
5635,88800
61346,115000
13075,29900
20472,250900
51474,69900
106868,8900
68947,65900
40651,35500
20035,275551
53847,46900
21834,305610
6343,18900
114056,37900
67869,101600
60227,17900
102085,21500
85137,144000
30951,53000
63039,82200
72215,47500
73655,20900
35077,143000
15265,20800
131,11000
93916,32900
71497,57195
19565,104900
69953,43900
53678,55900
40073,14500
80824,10000
27552,17999
107505,21900
53975,114500
28590,325500
39594,338532
42249,13400
59903,349000
107783,58800
24987,19500
56904,279210
72247,79900
91760,39999
71466,35600
1641,38900
92926,79900
75194,9800
25486,69900
14791,20400
41095,55000
82423,20400
45973,29900
40092,18500
44171,159900
48580,12000
87185,55000
8169,28900
70771,69900
45223,20900
108389,297200
52944,31000
76350,86900
53083,19500
73658,18999
106247,12700
98177,94900
113290,103100
35595,72000
41196,129900
33617,32000
87596,25500
54231,109900
24551,20900
22071,59800
76819,134900
104217,38900
19288,129900
14187,9000
17097,3350
27084,25600
36729,14990
81421,20800
87407,74990
101856,9900
57639,13300
66711,24900
12485,14500
34715,189900
46204,30900
27970,114800
34814,286900
25429,37990
93299,82900
51895,41500
13951,63960
116324,37900
112141,16900
81401,19500
90803,79900
19042,36800
104232,40900
38155,62900
57519,399999
70500,21000
69918,73900
79240,32900
104625,78900
77058,23000
80405,76900
44951,89900
87356,44500
102970,56500
93069,92700
67430,37700
61425,289000
73942,13500
42036,5699
106844,7999
61966,179900
81735,19999
56388,42700
105667,3350
114142,143500
76758,119000
17949,174660
108959,303000
98551,21900
96278,45999
22847,45400
21019,199900
21192,14900
31815,84000
409,27300
114223,57500
43823,40000
107191,30900
89775,89500
72071,59500
6769,25900
93270,98500
37816,49900
107047,59900
38647,118200
1196,11600
5558,77300
22098,61900
42641,25999
70508,14999
12593,137800
5136,42900
114464,74900
9670,25900
106426,51700
117031,219990
56045,124900
62192,42800
106412,103000
95368,23333
15792,51000
92184,42900
61740,167000
47276,18600
56396,89500
18391,24500
48991,26900
48391,12600
103967,36900
107024,36800
111260,74900
31428,304500
72197,64500
114520,12600
61793,438000
68310,11700
35865,37500
97951,56500
114818,48999
14862,13900
19484,166000
106612,99000
95631,19900
65454,95300
90775,64900
115712,189666
26326,18450
26802,14800
82806,36900
42157,7900
74708,33500
65280,9999
101796,11999
91505,47900
41448,104900
43362,97900
39638,22000
74981,273900
115564,12900
61018,259900
98418,28900
11164,7900
3115,39900
25086,14900
31656,129800
15030,19400
79853,167200
70032,58400
105673,4900
67220,20900
616,4900
2471,20500
26061,4900
22310,264900
83290,23500
51087,13900
33867,328900
109473,35450
98101,51900
40200,24900
92698,39990
16501,112799
103121,90000
2756,27900
46482,72900
72173,68900
93230,76500
50391,7800
99528,46900
11092,13900
45764,44900
16442,121900
68459,34900
105016,59900
1919,26400
104905,96900
20464,239900
20011,309900
51936,35000
27600,33000
27001,24600
72473,105850
25775,127000
91694,83900
55272,215250
103812,37600
101845,8700
18013,156500
110586,83049
7664,13700
99663,93500
21795,66900
113407,8900
74682,30900
2817,21990
61101,170100
41050,179900
3317,47500
21429,89999
13637,9900
43331,110500
113712,12900
57258,495900
54456,139900
449,24900
109653,39900
37643,59999
24151,129900
41915,2650
72017,6900
61849,269000
113293,108121
11860,7900
25284,45800
14903,29900
45843,44900
101790,8500
107307,59799
4400,14900
80956,61000
106386,28500
44678,18500
39404,5900
107578,52900
66571,12000
19830,108900
70362,20900
27514,25950
45802,18950
77145,24900
38486,56500
117768,295000
28388,86000
33613,29999
62084,285000
54616,16300
64331,35900
114715,38900
32586,37000
2141,38900
25276,57500
117903,270800
115051,13900
61765,66900
56173,39900
56310,99900
38347,62999
73702,17900
65212,76901
94363,62900
114457,68900
87619,16500
16696,177900
64393,41800
15350,22000
14798,18900
54383,98500
79503,83900
52002,36900
32892,223010
31300,416900
84378,23900
31129,149000
34096,62900
82851,76900
104247,23900
78733,168000
8761,77900
672,10500
105964,11500
68638,36500
3323,47900
110610,44895
2364,33900
29410,8800
4956,12900
35311,94161
16017,65000
36355,7990
12505,32900
30783,53999
104408,19300
10184,47890
98986,20900
71200,27999
45309,15500
80976,205327
10377,121750
15059,17800
110093,25900
46637,73800
62497,10000
45381,18600
1992,28900
55618,270600
21844,316460
103819,10777
93456,85900
97809,18000
26148,22900
30370,97000
13107,18499
81328,17900
90494,25900
108319,62240
64595,75000
30407,63900
56243,141450
102501,54990
67601,52400
38522,48000
80792,18000
112159,29998
40205,27900
39925,8500
53995,292500
129,8900
56327,82900
56925,329900
101565,62900
105082,92900
27147,24900
106040,12700
2938,37900
112185,19999
73938,18600
49421,39900
4361,20999
115739,174900
48323,12900
103283,14900
88797,19500
40622,30900
117792,215250
108192,19900
47060,8900
45967,32900
20921,13900
81232,69999
77856,84900
59456,110700
116018,139500
56967,165900
69624,132000
83856,26999
21255,540913
82869,17900
62404,91900
50523,6900
18938,19900
51283,67900
82124,54900
112887,59000
63168,33900
61501,29499
39168,67000
65429,79900
106395,95900
61940,188000
39250,14000
66727,27900
54839,17600
102944,32900
16673,77800
75030,24900
2507,32900
21180,11999
99014,14490
91632,33900
84045,37500
35750,319677
43655,61700
30759,89900
62175,134000
67843,48900
41914,2900
18155,11500
85880,24900
27696,65000
45891,26999
64174,23800
82035,43000
76605,104550
53266,62900
28355,82900
101952,106000
9506,25800
36442,4900
67719,51900
9557,38900
20964,139000
103018,24400
101938,201990
919,15900
105264,98000
13548,15500
100694,105509
24195,94000
77426,21900
86905,15900
30849,97550
83305,15900
40874,74900
83342,16900
51845,29900
102220,26000
110055,135900
55784,217408
35003,554600
97853,29800
92494,58900
13975,71499
107016,65900
26780,23800
33761,25000
46772,88800
92233,54900
22142,53900
50043,75500
717,12900
74593,36900
27583,12899
80193,148700
89849,10900
55488,153135
52545,24900
52928,22500
50836,36999
12028,9500
107346,22000
91351,21900
6482,55000
53022,24900
69040,59900
49590,44500
42663,24900
65520,84819
87051,36500
95570,39200
607,8300
18109,7900
98116,61900
101187,178800
71529,39000
104677,87900
76373,99400
32926,167100
33118,109900
17313,44900
94439,68500
101731,39500
29818,29900
113318,94900
81194,33900
47820,24600
80008,119799
110711,3790
89198,21000
82691,58997
19000,32000
49618,34000
45106,15400
25574,115499
74655,29500
7416,11800
102780,48900
39313,46900
32266,457800
110431,99899
2619,29500
51,39852
37689,47800
116868,64900
20103,229900
99112,86000
67426,18900
114213,105900
34987,651390
102698,38900
110595,41900
40645,41500
30700,57999
45714,26700
16099,52000
112587,32900
103986,25900
95398,41000
50463,5600
77911,69900
114547,67900
95661,24900
53937,47000
76142,9900
90518,24500
96374,70900
82303,107900
83580,10700
82546,42500
58096,135000
92969,104500
41180,86999
50457,11900
117102,179900
735,13500
38073,72900
22291,159700
53297,99999
7087,48500
60612,59900
91514,61900
110284,28900
68427,12900
72832,17400
46600,96400
99350,93500
79497,71900
54220,93900
78771,182900
88315,81900
95411,65900
31997,200000
4097,4990
